episode,return,steps,goal
1,-673.000000000005,500,0
2,-478.00000000000125,500,0
3,-579.0000000000007,500,0
4,-445.9999999999985,500,0
5,561.9999999999998,500,0
6,41.000000000002856,500,0
7,957.9999999999918,500,0
8,1299.9999999999989,500,0
9,1166.9999999999975,500,0
10,1161.9999999999982,500,0
11,118.00000000000284,500,0
12,2476.9999999999955,500,0
13,1632.0000000000093,500,0
14,1453.000000000001,500,0
15,2327.9999999999977,500,0
16,2466.999999999995,500,0
17,3173.999999999988,500,0
18,3053.999999999979,500,0
19,1386.9999999999934,500,0
20,3047.9999999999845,500,0
21,3245.999999999978,500,0
22,3149.9999999999795,500,0
23,4406.99999999998,500,0
24,3490.999999999971,500,0
25,3474.339999999981,438,1
26,3425.999999999976,500,0
27,3538.9999999999754,500,0
28,3888.9999999999686,500,0
29,4049.9999999999686,500,0
30,4328.999999999976,500,0
31,4050.999999999971,500,0
32,4161.999999999964,500,0
33,3975.9999999999654,500,0
34,4378.999999999971,500,0
35,4210.99999999997,500,0
36,4208.99999999997,500,0
37,5006.999999999993,500,0
38,4745.999999999988,500,0
39,4701.999999999985,500,0
40,4662.999999999982,500,0
41,5073.000000000002,500,0
42,4862.999999999991,500,0
43,4763.999999999988,500,0
44,4753.999999999991,500,0
45,4891.9999999999945,500,0
46,4739.99999999999,500,0
47,5191.0000000000055,500,0
48,5415.00000000001,500,0
49,5204.0,500,0
50,5109.0,500,0
51,5278.000000000006,500,0
52,5051.9999999999945,500,0
53,2209.0000000000036,500,0
54,5062.999999999995,500,0
55,5408.000000000008,500,0
56,5146.000000000004,500,0
57,5352.000000000005,500,0
58,5219.000000000002,500,0
59,5370.000000000008,500,0
60,5448.000000000008,500,0
61,5478.000000000007,500,0
62,5532.00000000001,500,0
63,5198.0,500,0
64,5541.00000000001,500,0
65,5094.000000000003,500,0
66,5661.000000000009,500,0
67,5847.000000000018,500,0
68,5436.00000000001,500,0
69,5530.000000000009,500,0
70,5519.000000000008,500,0
71,5463.000000000007,500,0
72,5624.000000000016,500,0
73,5311.000000000011,500,0
74,5339.0000000000055,500,0
75,5854.000000000021,500,0
76,5741.0000000000155,500,0
77,5934.000000000022,500,0
78,5501.000000000014,500,0
79,5655.000000000011,500,0
80,5664.0000000000155,500,0
81,5357.0000000000155,500,0
82,5667.0000000000155,500,0
83,5893.000000000018,500,0
84,5811.0000000000155,500,0
85,5617.000000000014,500,0
86,6013.000000000022,500,0
87,5788.00000000002,500,0
88,5952.000000000023,500,0
89,6044.000000000024,500,0
90,6128.0000000000255,500,0
91,5884.000000000018,500,0
92,6083.000000000023,500,0
93,5776.000000000016,500,0
94,6045.0000000000255,500,0
95,4307.999999999979,500,0
96,5900.000000000024,500,0
97,5748.000000000013,500,0
98,6115.000000000024,500,0
99,6028.000000000023,500,0
100,6052.000000000023,500,0
101,5745.0000000000155,500,0
102,6002.000000000022,500,0
103,5747.000000000013,500,0
104,5750.000000000012,500,0
105,6116.000000000024,500,0
106,6221.000000000027,500,0
107,6181.0000000000255,500,0
108,6231.000000000026,500,0
109,5916.0000000000155,500,0
110,5909.000000000022,500,0
111,6240.000000000024,500,0
112,6203.000000000024,500,0
113,6199.0000000000255,500,0
114,5852.000000000025,500,0
115,5834.000000000018,500,0
116,6194.000000000027,500,0
117,5755.0000000000155,500,0
118,6135.000000000022,500,0
119,5693.000000000014,500,0
120,4830.000000000005,500,0
121,5897.000000000016,500,0
122,5757.00000000001,500,0
123,6108.000000000024,500,0
124,6006.000000000021,500,0
125,3777.999999999953,500,0
126,-600.9999999999999,500,0
127,3678.9999999999836,500,0
128,3835.999999999979,500,0
129,4497.9999999999845,500,0
130,5840.00000000002,500,0
131,5846.000000000019,500,0
132,6075.000000000024,500,0
133,5264.000000000001,500,0
134,5468.000000000003,500,0
135,5560.000000000007,500,0
136,5962.000000000021,500,0
137,6154.0000000000255,500,0
138,6030.000000000023,500,0
139,6181.0000000000255,500,0
140,6176.000000000024,500,0
141,5632.000000000015,500,0
142,6300.000000000027,500,0
143,6068.000000000022,500,0
144,6099.000000000022,500,0
145,6055.00000000002,500,0
146,6309.000000000027,500,0
147,6265.000000000027,500,0
148,6114.000000000024,500,0
149,5992.000000000021,500,0
150,5895.000000000017,500,0
151,5358.000000000001,500,0
152,6118.0000000000255,500,0
153,6325.00000000003,500,0
154,6099.000000000028,500,0
155,6227.000000000025,500,0
156,6063.000000000026,500,0
157,1649.999999999991,500,0
158,2794.9999999999923,500,0
159,1612.000000000019,500,0
160,1303.9999999999984,500,0
161,6003.000000000022,500,0
162,6121.000000000025,500,0
163,6221.000000000025,500,0
164,6277.000000000028,500,0
165,6089.000000000025,500,0
166,6096.000000000026,500,0
167,5628.000000000018,500,0
168,5699.000000000016,500,0
169,6412.000000000029,500,0
170,1648.0000000000032,500,0
171,6367.00000000003,500,0
172,5927.000000000016,500,0
173,5940.000000000026,500,0
174,5204.000000000004,500,0
175,5891.000000000027,500,0
176,5480.000000000011,500,0
177,5461.000000000008,500,0
178,5435.00000000001,500,0
179,6195.00000000003,500,0
180,6372.00000000003,500,0
181,6118.0000000000255,500,0
182,5962.00000000002,500,0
183,6293.000000000026,500,0
184,5330.999999999997,500,0
185,5816.0000000000155,500,0
186,6275.000000000026,500,0
187,6061.00000000002,500,0
188,5983.000000000019,500,0
189,5596.000000000011,500,0
190,6212.000000000026,500,0
191,5855.000000000019,500,0
192,5952.00000000002,500,0
193,3588.999999999968,500,0
194,1853.000000000004,500,0
195,3525.9999999999695,500,0
196,4846.9999999999945,500,0
197,6122.0000000000255,500,0
198,6284.000000000027,500,0
199,6077.000000000021,500,0
200,4671.99999999999,500,0
201,512.6600000000001,62,0
