episode,return,steps,goal
1,-673.000000000005,500,0
2,-478.00000000000125,500,0
3,-579.0000000000007,500,0
4,-445.9999999999985,500,0
5,552.9999999999999,500,0
6,609.0000000000006,500,0
7,-308.0000000000007,500,0
8,1030.999999999994,500,0
9,1832.0000000000105,500,0
10,1163.999999999999,500,0
11,1656.999999999999,500,0
12,1491.0000000000025,500,0
13,2273.000000000004,500,0
14,-39.99999999999706,500,0
15,602.0000000000017,500,0
16,1737.000000000003,500,0
17,3182.999999999987,500,0
18,3851.9999999999686,500,0
19,3457.999999999981,500,0
20,3384.99999999998,500,0
21,3139.9999999999814,500,0
22,3022.9999999999836,500,0
23,4029.9999999999645,500,0
24,4343.999999999973,500,0
25,1572.000000000011,500,0
26,49.00000000000252,500,0
27,2174.000000000007,500,0
28,2647.999999999992,500,0
29,4828.99999999999,500,0
30,3661.9999999999795,500,0
31,4164.999999999969,500,0
32,4582.999999999982,500,0
33,2950.999999999984,500,0
34,3279.9999999999714,500,0
35,4366.999999999982,500,0
36,5781.00000000001,500,0
37,5481.000000000012,500,0
38,4634.99999999999,500,0
39,4480.999999999979,500,0
40,4152.999999999973,500,0
41,6778.000000000025,500,0
42,3470.9999999999736,500,0
43,3944.999999999967,500,0
44,5928.000000000005,500,0
45,4542.999999999987,500,0
46,4271.999999999972,500,0
47,4728.999999999988,500,0
48,5167.000000000011,500,0
49,4736.9999999999845,500,0
50,4737.999999999989,500,0
51,5039.000000000006,500,0
52,8708.000000000035,500,0
53,7765.000000000038,500,0
54,9437.00000000005,500,0
55,9449.000000000055,500,0
56,8915.000000000044,500,0
57,6612.000000000011,500,0
58,8050.000000000032,500,0
59,7138.0000000000055,500,0
60,9637.000000000045,500,0
61,12473.000000000087,500,0
62,5108.000000000002,500,0
63,5035.999999999999,500,0
64,5309.0000000000055,500,0
65,5079.000000000005,500,0
66,5856.000000000012,500,0
67,8319.000000000024,500,0
68,5040.999999999997,500,0
69,5436.000000000006,500,0
70,5428.000000000008,500,0
71,5231.000000000004,500,0
72,6239.0000000000055,500,0
73,4248.999999999985,500,0
74,10141.000000000051,500,0
75,13244.000000000091,500,0
76,13391.000000000087,500,0
77,11487.000000000071,500,0
78,9662.00000000004,500,0
79,11230.00000000007,500,0
80,10531.00000000006,500,0
81,12126.000000000084,500,0
82,12667.00000000008,500,0
83,6092.570000000008,249,1
84,5000.999999999998,500,0
85,11038.000000000064,500,0
86,11984.000000000067,500,0
87,4748.99999999999,500,0
88,4597.99999999999,200,1
89,13413.000000000085,500,0
90,12144.550000000067,435,1
91,12028.000000000065,500,0
92,4860.000000000002,500,0
93,8076.000000000047,500,0
94,12095.000000000073,500,0
95,12335.000000000075,500,0
96,4820.129999999996,241,1
97,11780.000000000084,500,0
98,11380.000000000065,500,0
99,14199.000000000091,500,0
100,13243.00000000008,500,0
101,12923.000000000084,500,0
102,12320.000000000082,500,0
103,12353.000000000078,500,0
104,10205.90000000005,430,1
105,7232.000000000026,500,0
106,13134.000000000084,500,0
107,4425.999999999979,500,0
108,10342.000000000056,500,0
109,13579.000000000091,500,0
110,5692.000000000016,500,0
111,13293.00000000008,500,0
112,5308.000000000002,500,0
113,5782.000000000019,500,0
114,5491.000000000013,500,0
115,11311.000000000064,500,0
116,13423.000000000084,500,0
117,10472.000000000056,500,0
118,12102.000000000071,500,0
119,7101.000000000023,500,0
120,12225.000000000071,500,0
121,10275.00000000005,500,0
122,556.0000000000028,500,0
123,4894.9999999999945,500,0
124,5362.000000000004,500,0
125,6499.000000000024,500,0
126,5510.000000000011,500,0
127,10795.00000000008,500,0
128,9568.000000000075,500,0
129,14145.000000000091,500,0
130,11339.000000000071,500,0
131,10629.000000000067,500,0
132,5358.0000000000055,500,0
133,5279.0000000000055,500,0
134,5999.00000000002,500,0
135,5144.999999999998,500,0
136,5423.000000000007,500,0
137,4973.999999999993,500,0
138,11423.000000000067,500,0
139,4152.999999999979,500,0
140,4432.999999999986,500,0
141,5463.000000000006,500,0
142,12381.00000000007,500,0
143,5767.000000000016,500,0
144,11249.000000000056,500,0
145,5766.000000000017,500,0
146,5578.000000000012,500,0
147,5940.000000000023,500,0
148,6203.0000000000255,500,0
149,5946.00000000002,500,0
150,7228.000000000025,500,0
151,5239.000000000002,500,0
152,5991.000000000022,500,0
153,5658.000000000011,500,0
154,6116.0000000000255,500,0
155,6095.000000000023,500,0
156,6120.000000000022,500,0
157,5968.000000000019,500,0
158,6153.000000000021,500,0
159,5271.000000000004,500,0
160,5903.000000000017,500,0
161,6232.000000000022,500,0
162,6219.000000000028,500,0
163,5515.000000000008,500,0
164,6012.000000000018,500,0
165,6090.000000000022,500,0
166,4744.999999999994,500,0
167,5720.000000000015,500,0
168,9477.000000000075,500,0
169,5043.999999999996,500,0
170,5544.000000000009,500,0
171,6256.000000000029,500,0
172,6031.000000000022,500,0
173,3369.999999999988,500,0
174,6081.000000000026,500,0
175,5310.00000000002,500,0
176,5372.000000000008,500,0
177,5844.00000000002,500,0
178,7886.000000000026,500,0
179,6273.000000000026,500,0
180,6014.000000000022,500,0
181,6051.000000000019,500,0
182,6193.0000000000255,500,0
183,5195.999999999995,500,0
184,6387.000000000041,500,0
185,5710.000000000014,500,0
186,5717.000000000013,500,0
187,5916.000000000019,500,0
188,5734.0000000000155,500,0
189,6100.000000000025,500,0
190,5739.000000000013,500,0
191,6077.000000000023,500,0
192,5818.000000000023,500,0
193,5764.0000000000155,500,0
194,6180.000000000026,500,0
195,5829.000000000024,500,0
196,6270.00000000003,500,0
197,5657.0000000000155,500,0
198,6112.000000000023,500,0
199,5064.999999999995,500,0
200,5223.000000000014,500,0
201,6076.000000000024,500,0
202,5429.850000000008,445,0
