episode,episode_return,episode_steps,episode_goal_reached,q_value_mean,loss
1,1275.199951171875,2212.0,1.0,6.118373870849609,0.04223857820034027
2,732.9500122070312,785.0,1.0,7.1115522384643555,0.03965457156300545
3,961.0,1312.0,1.0,10.003790855407715,0.03995571285486221
4,741.75,1137.0,1.0,11.30329704284668,0.04877655208110809
5,904.25,1167.0,1.0,13.057098388671875,0.07045980542898178
6,757.5,742.0,1.0,13.706988334655762,0.07738906145095825
7,1428.4000244140625,2524.0,1.0,18.479387283325195,0.16435953974723816
8,1529.0,2608.0,1.0,23.444765090942383,0.2043071836233139
9,573.0999755859375,462.0,1.0,24.353212356567383,0.14482153952121735
10,936.8499755859375,1043.0,1.0,23.590106964111328,0.14902454614639282
11,656.4000244140625,540.0,1.0,24.66017723083496,0.12817278504371643
12,1236.050048828125,1651.0,1.0,25.99542808532715,0.2839559018611908
13,1752.949951171875,2465.0,1.0,31.18081283569336,3.7952494621276855
14,854.2000122070312,904.0,1.0,32.79761505126953,1.2627089023590088
15,2670.0,5084.0,1.0,135.01565551757812,6.038858413696289
16,6083.85009765625,13239.0,1.0,190.16458129882812,3.9666502475738525
17,2251.300048828125,8018.0,1.0,133.86087036132812,1.2799737453460693
18,3497.35009765625,5913.0,1.0,145.820068359375,1.383133888244629
19,573.0999755859375,382.0,1.0,135.27816772460938,1.3127624988555908
20,1487.550048828125,1789.0,1.0,139.82662963867188,1.0604324340820312
21,483.70001220703125,298.0,1.0,122.18650817871094,0.6844615936279297
22,782.0999755859375,874.0,1.0,120.74240112304688,0.8955714106559753
23,602.1500244140625,473.0,1.0,115.05432891845703,0.849890947341919
24,551.9500122070312,421.0,1.0,108.16690826416016,0.692662239074707
25,535.8499755859375,391.0,1.0,105.57069396972656,0.5025547742843628
26,468.6499938964844,311.0,1.0,104.56314086914062,0.7602227926254272
27,592.9000244140625,466.0,1.0,100.12532806396484,0.6259478330612183
28,544.9500122070312,417.0,1.0,102.37029266357422,0.4125251770019531
29,1220.1500244140625,1553.0,1.0,89.65705108642578,0.33932703733444214
30,833.5,886.0,1.0,84.56681823730469,0.1436530500650406
31,464.1499938964844,289.0,1.0,83.90031433105469,0.3501547574996948
32,484.5,266.0,1.0,76.63601684570312,0.4241476058959961
33,1586.4000244140625,2452.0,1.0,67.20147705078125,0.20713260769844055
34,2610.199951171875,4456.0,1.0,53.480655670166016,0.49407535791397095
35,669.0499877929688,527.0,1.0,50.88999557495117,0.19897976517677307
36,465.75,257.0,1.0,50.32215118408203,0.13829824328422546
37,1180.550048828125,1449.0,1.0,51.97862243652344,0.4486393332481384
38,1183.050048828125,2167.0,1.0,41.87603759765625,0.09043361246585846
39,391.1000061035156,134.0,1.0,52.932151794433594,5.445884704589844
40,1500.5999755859375,1992.0,1.0,37.169334411621094,0.18828365206718445
41,1731.0999755859375,2342.0,1.0,38.0221061706543,0.10066655278205872
42,539.7000122070312,362.0,1.0,40.917213439941406,0.12074464559555054
43,762.4500122070312,675.0,1.0,36.77761459350586,0.2152429223060608
44,416.8999938964844,178.0,1.0,38.0529899597168,0.2442445307970047
45,549.5499877929688,629.0,1.0,39.596710205078125,0.2764495015144348
46,439.6499938964844,187.0,1.0,38.887393951416016,0.06715288758277893
47,832.5999755859375,872.0,1.0,37.36152267456055,0.0770081877708435
48,615.1500244140625,421.0,1.0,37.51226806640625,0.12309983372688293
49,729.8499755859375,719.0,1.0,41.121246337890625,0.19614945352077484
50,972.5499877929688,1097.0,1.0,33.520843505859375,0.07198159396648407
51,942.5499877929688,897.0,1.0,33.44268798828125,0.059190504252910614
52,524.5499877929688,345.0,1.0,34.982688903808594,0.12078939378261566
53,3441.35009765625,4553.0,1.0,33.79132080078125,0.6277331113815308
54,1156.550048828125,1289.0,1.0,40.36468505859375,0.3684142231941223
55,2211.25,3331.0,1.0,40.23942565917969,0.11399202793836594
56,1452.1500244140625,1873.0,1.0,37.55635070800781,0.11265940219163895
57,786.5,738.0,1.0,36.39632034301758,0.122991181910038
58,495.8500061035156,295.0,1.0,36.98489761352539,0.12323974072933197
59,527.2000122070312,292.0,1.0,36.297882080078125,0.11240099370479584
60,2260.14990234375,2961.0,1.0,36.256221771240234,0.4260668456554413
61,455.8500061035156,199.0,1.0,35.47084045410156,0.18228720128536224
62,381.20001220703125,92.0,1.0,36.14781188964844,0.3227377235889435
63,497.70001220703125,322.0,1.0,37.56172180175781,0.47413018345832825
64,364.0,84.0,1.0,36.07782745361328,0.28861871361732483
65,361.0,112.0,1.0,35.231048583984375,0.12298132479190826
66,346.0,60.0,1.0,34.60847854614258,0.08980695903301239
67,348.20001220703125,48.0,1.0,34.33774185180664,0.30508166551589966
68,392.25,111.0,1.0,36.62464141845703,0.22364255785942078
69,342.75,45.0,1.0,35.39774703979492,0.22269120812416077
70,369.20001220703125,76.0,1.0,36.09809875488281,0.26996049284935
71,353.6499938964844,67.0,1.0,36.691123962402344,0.527462899684906
72,357.3500061035156,89.0,1.0,34.73967742919922,0.20707571506500244
73,342.54998779296875,49.0,1.0,37.32421112060547,0.24504511058330536
74,378.8999938964844,534.0,0.0,34.71063995361328,0.2702285647392273
