episode,return,steps,goal
1,-276.0000000000018,500,0
2,448.0399999999988,453,1
3,415.11999999999915,479,1
4,-312.00000000000176,500,0
5,516.999999999999,435,1
6,1387.6400000000037,448,1
7,931.9999999999978,500,0
8,874.9199999999989,364,1
9,1261.4000000000044,500,0
10,189.99999999999838,500,0
11,907.3599999999985,297,1
12,1491.0000000000036,500,0
13,1236.1199999999985,304,1
14,1083.239999999998,333,1
15,1576.4000000000094,500,0
16,1736.4000000000103,500,0
17,1090.2399999999984,248,1
18,1395.6000000000065,500,0
19,1302.2399999999998,333,1
20,982.839999999999,193,1
21,2118.400000000012,500,0
22,1492.3600000000008,307,1
23,1301.1200000000001,264,1
24,891.8799999999994,156,1
25,939.039999999999,168,1
26,1432.7600000000007,262,1
27,1757.0000000000114,500,0
28,1606.120000000003,374,1
29,1268.4399999999994,248,1
30,1511.720000000003,299,1
31,1688.0000000000023,300,1
32,1478.4400000000007,308,1
33,1821.4000000000044,365,1
34,1725.400000000005,375,1
35,2511.4000000000115,440,1
36,2226.8000000000106,500,0
37,2567.000000000009,500,0
38,1464.24,313,1
39,1977.3600000000038,387,1
40,2541.9200000000073,419,1
41,1764.8000000000036,360,1
42,1336.239999999999,243,1
43,2001.8400000000024,308,1
44,2979.280000000011,476,1
45,687.5199999999995,119,1
46,1048.1199999999983,164,1
47,1206.3199999999981,184,1
48,777.5999999999995,115,1
49,1463.9599999999991,237,1
50,987.239999999999,138,1
51,1357.0799999999995,201,1
52,1191.1199999999988,184,1
53,1277.999999999999,175,1
54,1951.5600000000034,317,1
55,2940.0400000000104,438,1
56,2169.8000000000043,315,1
57,934.0399999999993,133,1
58,3340.6000000000186,500,0
59,730.1999999999995,100,1
60,1359.1999999999996,175,1
61,1359.4399999999994,213,1
62,3453.6000000000176,485,1
63,1380.1999999999994,250,1
64,2556.4000000000174,500,0
65,1858.120000000002,264,1
66,949.3199999999991,144,1
67,1667.1200000000006,259,1
68,1002.6799999999994,121,1
69,3380.8000000000184,500,0
70,1230.5599999999984,202,1
71,1531.36,207,1
72,3255.6000000000217,500,0
73,1571.04,228,1
74,917.9199999999992,124,1
75,1577.6800000000003,196,1
76,832.9599999999992,122,1
77,3045.6000000000104,500,0
78,2516.800000000007,335,1
79,1600.4800000000007,251,1
80,877.5999999999992,100,1
81,1046.599999999999,150,1
82,536.3999999999999,55,1
83,736.4399999999996,73,1
84,458.6399999999999,38,1
85,986.0799999999988,361,1
86,555.1199999999999,59,1
87,1340.32,194,1
88,1070.1199999999992,164,1
89,718.6399999999996,68,1
90,430.67999999999995,31,1
91,732.9599999999997,77,1
92,893.8799999999994,126,1
93,1776.8800000000008,276,1
94,802.1199999999997,104,1
95,1453.6800000000005,186,1
96,1031.5599999999988,147,1
97,577.92,54,1
98,369.31999999999994,29,1
99,920.559999999999,117,1
100,981.6399999999994,123,1
101,358.4,30,1
102,799.7599999999994,87,1
103,1587.4000000000021,220,1
104,404.4,35,1
105,1511.9200000000005,219,1
106,1849.7600000000016,257,1
107,832.3999999999994,90,1
108,1109.399999999999,135,1
109,1083.3999999999992,145,1
110,552.0799999999999,56,1
111,715.1999999999996,70,1
112,1572.8800000000015,226,1
113,1109.1999999999994,135,1
114,672.52,59,1
115,1053.679999999999,141,1
116,675.4799999999998,81,1
117,820.5599999999995,92,1
118,829.3599999999998,87,1
119,905.6399999999993,118,1
120,461.55999999999995,47,1
121,481.4799999999999,41,1
122,543.9599999999999,57,1
123,620.5199999999998,74,1
124,532.3199999999999,44,1
125,415.5599999999999,42,1
126,1012.119999999999,114,1
127,725.3999999999996,100,1
128,426.55999999999995,27,1
129,648.8799999999999,66,1
130,486.3599999999999,42,1
131,456.55999999999983,42,1
132,713.6399999999994,98,1
133,928.9199999999993,129,1
134,490.1999999999997,60,1
135,789.7599999999996,82,1
136,524.88,46,1
137,878.4399999999991,113,1
138,636.1199999999997,89,1
139,465.76,42,1
140,667.3999999999996,90,1
141,677.1999999999996,75,1
142,562.7999999999998,55,1
143,833.9999999999991,150,1
144,1140.5999999999983,235,1
145,1455.999999999999,190,1
146,3575.200000000022,500,0
147,3430.5600000000222,487,1
148,2054.0000000000005,270,1
149,1103.8799999999983,136,1
150,931.599999999999,130,1
151,1644.7200000000018,224,1
152,951.7199999999991,129,1
153,460.0799999999999,41,1
154,518.2399999999999,43,1
155,1522.1599999999987,217,1
156,417.67999999999995,26,1
157,765.9199999999994,99,1
158,416.91999999999996,24,1
159,1234.479999999999,161,1
160,373.35999999999996,17,1
161,640.6799999999996,66,1
162,1083.5599999999995,147,1
163,1676.480000000003,236,1
164,1283.4399999999998,173,1
165,986.2399999999992,123,1
166,670.9199999999998,74,1
167,619.3199999999997,59,1
168,2897.800000000017,500,0
169,1700.0400000000018,233,1
170,3198.2000000000303,500,0
171,629.2399999999999,58,1
172,1495.9200000000012,194,1
173,2664.000000000021,500,0
174,3505.000000000011,500,0
175,1151.6799999999987,161,1
176,1977.2800000000027,291,1
177,497.0799999999998,51,1
178,1178.1199999999988,154,1
179,2177.6800000000026,291,1
180,1684.9200000000014,224,1
181,2015.08,271,1
182,551.72,54,1
183,410.0799999999999,51,1
184,643.48,61,1
185,621.0799999999998,61,1
186,512.4399999999999,43,1
187,405.8399999999999,23,1
188,725.7199999999998,69,1
189,666.1999999999998,75,1
190,1576.480000000001,211,1
191,774.9599999999996,82,1
192,954.6799999999993,116,1
193,501.8399999999999,38,1
194,463.31999999999994,29,1
195,396.11999999999995,19,1
196,557.3599999999999,52,1
197,419.3599999999999,27,1
198,560.4399999999998,48,1
199,491.39999999999986,45,1
200,348.67999999999995,26,1
201,579.5599999999997,57,1
202,767.3199999999997,99,1
203,464.15999999999997,32,1
204,505.19999999999993,45,1
205,481.7199999999999,44,1
206,484.3999999999999,35,1
207,998.4799999999993,131,1
208,548.4399999999996,88,1
209,886.919999999999,254,1
210,2146.7200000000075,339,1
211,1044.639999999999,188,1
212,1514.7200000000003,254,1
213,579.0399999999998,63,1
214,723.7599999999999,77,1
215,421.28,31,1
216,501.67999999999984,41,1
217,557.3999999999997,45,1
218,1800.8800000000035,316,1
219,937.4399999999994,113,1
220,622.8399999999999,68,1
221,470.6399999999999,33,1
222,507.43999999999994,43,1
223,655.7999999999998,60,1
224,1428.8800000000022,261,1
225,757.3999999999996,80,1
226,3346.800000000016,500,0
227,3904.000000000024,500,0
228,3961.000000000026,500,0
229,3952.600000000029,500,0
230,2681.4000000000046,335,1
231,2116.7200000000007,249,1
232,3731.60000000002,500,0
233,1017.359999999999,122,1
234,2128.559999999999,257,1
235,3793.600000000019,500,0
236,3987.0000000000223,500,0
237,3863.6000000000213,500,0
238,3900.8000000000197,500,0
239,3732.0000000000264,500,0
240,1384.599999999999,180,0
