episode,return,steps,goal
1,-286.8000000000017,500,0
2,-187.4000000000019,500,0
3,252.2399999999987,458,1
4,67.9999999999986,500,0
5,1095.6399999999987,418,1
6,599.9999999999982,500,0
7,791.5999999999976,500,0
8,634.8799999999994,211,1
9,1471.800000000006,500,0
10,1005.0799999999982,446,1
11,722.5199999999991,254,1
12,1775.8000000000054,460,1
13,1742.200000000011,500,0
14,1655.2800000000027,466,1
15,1505.2400000000025,463,1
16,1545.00000000001,500,0
17,2193.4000000000096,475,1
18,1424.1200000000022,314,1
19,614.6399999999996,118,1
20,1210.8799999999978,291,1
21,1498.2000000000057,500,0
22,1534.7600000000016,347,1
23,1202.919999999998,239,1
24,1661.2800000000036,371,1
25,2043.5200000000073,424,1
26,2633.0800000000154,496,1
27,1207.9199999999992,249,1
28,2252.0000000000146,500,0
29,2177.2000000000126,500,0
30,2504.6000000000145,500,0
31,1910.200000000008,400,1
32,2095.160000000009,432,1
33,2426.600000000016,500,0
34,1295.3199999999997,204,1
35,1677.7200000000037,309,1
36,2174.0000000000177,500,0
37,2584.040000000013,463,1
38,2232.200000000014,500,0
39,1505.3600000000015,277,1
40,1914.4400000000041,343,1
41,2247.800000000008,390,1
42,2628.8000000000147,500,0
43,1526.9200000000017,234,1
44,2366.60000000002,500,0
45,2654.3200000000106,434,1
46,1558.8399999999995,278,1
47,2471.600000000017,500,0
48,3085.200000000016,500,0
49,3325.1600000000176,497,1
50,2724.4000000000146,500,0
51,1670.0000000000016,250,1
52,3037.400000000023,500,0
53,2752.8000000000275,500,0
54,2617.4000000000237,500,0
55,3042.2000000000216,500,0
56,2892.200000000025,500,0
57,1539.2400000000023,213,1
58,2323.0800000000095,351,1
59,2187.000000000006,500,0
60,1640.4800000000018,316,1
61,2225.7600000000048,322,1
62,1195.959999999998,222,1
63,1709.68,251,1
64,1036.679999999999,176,1
65,2374.4800000000027,416,1
66,3476.320000000015,474,1
67,2975.2000000000116,425,1
68,3435.800000000016,500,0
69,1629.8000000000043,500,0
70,2821.6000000000267,500,0
71,3149.600000000032,500,0
72,3189.2000000000226,500,0
73,3031.600000000031,500,0
74,3141.60000000003,500,0
75,1232.5599999999986,182,1
76,1829.6000000000045,290,1
77,3285.0000000000146,500,0
78,3209.600000000032,500,0
79,3061.240000000011,423,1
80,3228.2000000000326,500,0
81,3128.200000000031,500,0
82,3229.600000000027,500,0
83,3183.2000000000317,500,0
84,3456.6000000000204,500,0
85,3316.400000000019,500,0
86,3203.2000000000185,500,0
87,3590.600000000023,500,0
88,3728.2000000000266,500,0
89,3270.0000000000323,500,0
90,3304.6000000000327,500,0
91,1313.2399999999993,158,1
92,3329.0000000000327,500,0
93,3299.4000000000324,500,0
94,3248.8000000000306,500,0
95,3306.000000000029,500,0
96,3126.800000000028,500,0
97,3787.80000000002,500,0
98,3301.8000000000297,500,0
99,1998.6800000000046,256,1
100,3403.2000000000257,500,0
101,3636.2000000000194,500,0
102,2975.800000000025,500,0
103,3237.8000000000243,500,0
104,3161.0000000000273,500,0
105,3622.200000000017,500,0
106,3259.0000000000286,500,0
107,3527.4000000000165,500,0
108,3009.200000000027,500,0
109,3193.6000000000286,500,0
110,2844.4000000000187,500,0
111,3448.0000000000327,500,0
112,3701.400000000021,500,0
113,3720.6000000000113,500,0
114,3398.2000000000194,465,1
115,3358.6000000000295,500,0
116,302.5199999999999,49,0
