episode,return,steps,goal
1,-728.0000000000043,500,0
2,-77.99999999999739,500,0
3,-383.9999999999969,500,0
4,-774.0000000000065,500,0
5,610.9999999999989,500,0
6,-231.99999999999687,500,0
7,1353.9999999999989,500,0
8,1572.9999999999998,500,0
9,-415.0000000000027,500,0
10,1479.9999999999998,500,0
11,1630.4099999999996,337,1
12,1789.0000000000025,500,0
13,1980.0000000000048,500,0
14,2968.999999999985,500,0
15,2127.000000000006,500,0
16,2719.999999999987,500,0
17,3209.9999999999786,500,0
18,3395.999999999977,500,0
19,3609.9999999999773,500,0
20,2761.9999999999873,500,0
21,3875.999999999974,500,0
22,4677.999999999988,500,0
23,3234.99999999998,500,0
24,3353.999999999978,500,0
25,3595.999999999974,500,0
26,3222.9999999999786,500,0
27,3507.9999999999704,500,0
28,3698.999999999971,500,0
29,3641.999999999975,500,0
30,3812.9999999999645,500,0
31,4250.999999999973,500,0
32,4299.999999999973,500,0
33,4617.999999999982,500,0
34,-386.0000000000037,500,0
35,4626.999999999981,500,0
36,4357.999999999977,500,0
37,4402.999999999977,500,0
38,4136.999999999966,500,0
39,1793.0000000000043,500,0
40,4430.999999999978,500,0
41,4661.999999999987,500,0
42,4989.9999999999945,500,0
43,4836.999999999997,500,0
44,5321.000000000001,500,0
45,5074.999999999995,500,0
46,4847.999999999995,500,0
47,4705.999999999987,500,0
48,5345.000000000002,500,0
49,4822.999999999995,500,0
50,5026.999999999999,500,0
51,5261.999999999996,500,0
52,5022.999999999997,500,0
53,5350.00000000001,500,0
54,4557.999999999981,500,0
55,5135.999999999996,500,0
56,5159.000000000003,500,0
57,5211.0000000000055,500,0
58,5219.000000000005,500,0
59,5080.000000000004,500,0
60,5371.0000000000055,500,0
61,5375.000000000006,500,0
62,5400.000000000005,500,0
63,5112.999999999995,500,0
64,4542.000000000003,500,0
65,3537.9999999999854,500,0
66,5873.000000000014,500,0
67,5470.00000000001,500,0
68,5480.000000000011,500,0
69,5619.000000000013,500,0
70,5673.000000000018,500,0
71,5390.0000000000155,500,0
72,5716.0000000000155,500,0
73,5903.000000000015,500,0
74,5619.0000000000155,500,0
75,5925.000000000021,500,0
76,6071.000000000021,500,0
77,5872.000000000019,500,0
78,5823.000000000018,500,0
79,5979.000000000019,500,0
80,6084.000000000021,500,0
81,5706.0000000000155,500,0
82,4235.999999999981,500,0
83,5845.000000000017,500,0
84,6064.00000000002,500,0
85,5972.000000000024,500,0
