episode,return,steps,goal
1,-234.76000000000118,369,1
2,99.95999999999918,453,1
3,109.99999999999991,332,1
4,-412.4800000000017,500,0
5,6.0399999999989955,465,1
6,202.15999999999988,227,1
7,285.11999999999875,500,0
8,519.3599999999998,500,0
9,357.4799999999994,336,1
10,559.5999999999993,410,1
11,183.75999999999954,333,1
12,532.1999999999996,292,1
13,651.1999999999992,406,1
14,526.4799999999996,305,1
15,476.79999999999933,329,1
16,605.4799999999993,362,1
17,609.0799999999997,238,1
18,910.079999999999,500,0
19,966.1199999999997,411,1
20,1153.800000000002,500,0
21,773.5999999999989,301,1
22,973.5599999999977,395,1
23,456.3599999999996,207,1
24,1127.7200000000003,450,1
25,595.9999999999995,333,1
26,770.6399999999992,310,1
27,1289.8800000000017,413,1
28,724.4399999999998,220,1
29,1129.6400000000006,380,1
30,844.0400000000001,269,1
31,1778.4400000000082,492,1
32,781.5599999999998,221,1
33,651.8799999999999,189,1
34,285.1999999999999,76,1
35,666.1999999999997,230,1
36,343.8399999999998,93,1
37,1047.4399999999998,277,1
38,2024.2800000000088,500,0
39,1245.2800000000027,311,1
40,696.3999999999994,196,1
41,462.0399999999999,127,1
42,583.4399999999997,144,1
43,371.55999999999983,105,1
44,1312.5200000000018,294,1
45,541.7999999999997,128,1
46,1055.8000000000002,280,1
47,683.3999999999999,177,1
48,404.72,91,1
49,489.7999999999997,129,1
50,2225.920000000009,500,0
51,851.76,206,1
52,961.1600000000001,218,1
53,1685.800000000005,379,1
54,2307.40000000001,500,0
55,2549.5600000000113,500,0
56,2484.5200000000114,500,0
57,2582.240000000012,500,0
58,426.47999999999985,92,1
59,1099.3600000000001,228,1
60,1054.0399999999995,207,1
61,2600.920000000014,500,0
62,2723.9600000000128,500,0
63,2724.3200000000115,500,0
64,1609.2000000000046,320,1
65,2898.4400000000132,500,0
66,2933.1600000000135,500,0
67,1042.5599999999995,198,1
68,618.4799999999996,110,1
69,2817.0400000000136,500,0
70,2818.7600000000125,500,0
71,2937.0800000000136,500,0
72,2765.8400000000124,500,0
73,459.7199999999997,118,1
74,852.7600000000002,149,1
75,2581.5600000000086,500,0
76,2756.52000000001,500,0
77,201.15999999999997,40,1
78,243.87999999999994,52,1
79,2872.5600000000086,500,0
80,1284.2800000000018,237,1
81,561.1199999999998,122,1
82,2370.7600000000116,500,0
83,2810.8400000000142,500,0
84,2787.9600000000155,500,0
85,435.51999999999987,86,1
86,2686.5200000000104,500,0
87,2946.600000000012,500,0
88,2432.880000000009,414,1
89,2955.160000000015,500,0
90,530.4,90,1
91,2922.8000000000143,500,0
92,2685.2000000000116,500,0
93,2942.8800000000133,500,0
94,2939.6000000000145,500,0
95,2695.2800000000116,500,0
96,1794.2400000000048,338,1
97,2776.4800000000105,500,0
98,662.5999999999999,139,1
99,1458.7200000000032,249,1
100,2768.9600000000114,500,0
101,2838.32000000001,500,0
102,2736.8400000000106,500,0
103,537.3999999999999,147,1
104,2778.24000000001,500,0
105,2790.0800000000118,500,0
106,2712.3200000000134,500,0
107,2527.6000000000095,500,0
108,2721.6800000000108,500,0
109,1339.3600000000024,274,1
110,2342.6400000000117,500,0
111,2021.8800000000099,500,0
112,685.9199999999998,136,1
113,935.7599999999993,202,1
114,2788.360000000005,500,0
115,1839.0000000000052,348,1
116,2391.3600000000156,500,0
117,2310.7600000000116,488,1
118,1768.2000000000073,500,0
119,2321.880000000009,500,0
120,2135.4800000000077,500,0
121,2488.0000000000105,500,0
122,2240.4400000000087,500,0
123,2684.2000000000157,500,0
124,2303.1600000000103,500,0
125,2146.04000000001,500,0
126,2482.4800000000123,500,0
127,2715.640000000012,500,0
128,2979.040000000016,500,0
129,2860.920000000018,500,0
130,1506.8000000000047,292,1
131,2861.5600000000163,500,0
132,2711.640000000014,500,0
133,2867.120000000016,500,0
134,3020.0800000000168,500,0
135,2825.2800000000134,500,0
136,3.1999999999999984,15,0
